2157137	vlasenko was awarded the title hero of the soviet union in 1943 for his leadership in the battle of the dnieper vlasenko was born on 19 july 1902 in the town of dobrush now part of the gomel region in belarus his father was a worker at the city s paper mill vlasenko graduated from the city s two year primary school in 1917 he began working at the paper mill between 1924 and 1926 vlasenko served in the red army as a soldier with the 2nd radio regiment at bryansk after demobilization vlasenko became a trade union leader at the dobrush paper mill he was elected to the central committee of the trade union of paper industry workers in 1929 he became head of the trade union s personnel department in moscow in 1931 vlasenko became the director of the krasnaya zvezda paper mill in chashniki he then became head of the quality control department in the 7th anniversary of the october revolution factory in moscow he was elected a deputy of the moscow soviet of people s deputies in may 1932 by the decision of the communist party he was mobilized and sent to strengthen the party and	vlasenko was awarded the title
280820	he was the last commander of the berlin defence area during the battle of berlin and led the defence of the city against soviet forces finally surrendering just before the end of world war ii in europe born in halberstadt in 1891 weidling entered the military in 1911 and served as a lieutenant in the first world war he remained in the reduced army of the weimar republic after the war as an artillery officer weidling took part in the invasion of poland the battle of france and during the early stages of operation barbarossa the invasion of the soviet union in january 1942 still on the eastern front weidling was appointed commander of the 86th infantry division on 15 october 1943 weidling became the commander of the xli panzer corps he commanded the xli panzer corps until 10 april 1945 there was a short break in his command from 19 june 1944 to 1 july 1944 during this break generalleutnant edmund hoffmeister took over during the first stages of soviet operation bagration hoffmeister was in command when most of the german 9th army along with the xli panzer corps was encircled during the bobruysk offensive the xli panzer corps	he was the last commander of the
1016830	the aircraft were forced to make emergency landings on the ice field all the crew members were subsequently rescued however glacier girl along with the unit s five other fighters and the two b 17s were eventually buried under of snow and ice that had built up over the ensuing decades fifty years later in 1992 the plane was brought to the surface by members of the greenland expedition society after years of searching and excavation the aircraft was eventually transported to middlesboro kentucky where it was restored to flying condition the excavation of glacier girl was documented in an episode of the history channel s mega movers series titled extreme aircraft recovery the lightning returned to the air in october 2002 on june 22 2007 glacier girl departed teterboro airport new jersey in an attempt to fly across the atlantic ocean to duxford england to complete the flight it had begun sixty five years earlier on 28 june however a coolant leak in the 2 right engine grounded the plane in goose bay labrador on july 22 2007 repairs were completed in labrador which included installation of two re manufactured allison engines glacier girl returned to the u s	the aircraft were forced to make emergency
2101708	the submarine was laid down on 1 october 1941 at the schichau werke yard at danzig launched on 25 july 1942 and commissioned on 3 october 1942 under the command of oberleutnant zur see werner techand attached to 8th u boat flotilla based at kiel u 731 completed her training period on 30 april 1943 and was assigned to front line service german type viic submarines were preceded by the shorter type viib submarines u 731 had a displacement of when at the surface and while submerged she had a total length of a pressure hull length of a beam of a height of and a draught of the submarine was powered by two germaniawerft f46 four stroke six cylinder supercharged diesel engines producing a total of for use while surfaced two aeg gu 460 8 27 double acting electric motors producing a total of for use while submerged she had two shafts and two propellers the boat was capable of operating at depths of up to the submarine had a maximum surface speed of and a maximum submerged speed of when submerged the boat could operate for at when surfaced she could travel at u 731 was fitted with	the submarine was laid down on 1
280428	pictures produced by louis edelman and directed by george waggner john wayne and patricia neal star and ward bond and philip carey play supporting roles much of the film is set aboard a gato class submarine the technical advisor was world war ii admiral charles a lockwood commander submarine forces pacific comsubpac during world war ii the submarine uss thunderfish under the command of cdr john t pop perry ward bond while on a special mission to the philippines takes charge of a group of nuns and children including a newborn infant nicknamed butch transporting them to pearl harbor on their way the sub sights a japanese aircraft carrier and attacks but its torpedoes malfunction exploding halfway to the target pursued by the carrier s escorting destroyers thunderfish manages to escape while in pearl harbor the ship s executive officer lcdr duke e gifford john wayne goes to visit butch at the base hospital and runs into his ex wife ltjg mary stuart patricia neal a navy nurse and they kiss passionately unfortunately mary is now romantically involved with navy pilot ltjg bob perry philip carey pop s younger brother duke pursues mary anyway but is sent to sea again	pictures produced by louis ed
1449391	it was formed three times the division was formed by an order of the moscow military district and was based on the 5th moscow infantry division 1st infantry division in tula 2nd infantry division in tambov and the 5th infantry division in kaluga in september 1918 it was named the 8th infantry division on 11 october 1918 it was renamed the 8th rifle division the division received a number of awards between the 1920s and 1930s on 8 december 1921 it was given the name minsk on 29 february 1928 it was awarded the honorary revolutionary red banner on the 10th anniversary of the red army on 26 july 1926 it was named dzerzhinsky and in 1932 was awarded the order of the red banner of labour a reference to being formed at semipalatinsk prior to 1936 in poirer and connor s red army order of battle remains unconfirmed by russian sources suggesting that said rumours are indeed false the unit s full title appears to have become the 8th minsk red banner order of red banner of labor dzerzhinsky rifle division brigade commander vladimir kolpakchi took command of the unit in 1937 the division took part in the polish	it was formed three times the division
944804	kearby is the first united states army air forces fighter pilot to receive medal of honor he scored total 22 aerial victories and remains the top scoring p 47 pilot in the pacific theater kearby was born in wichita falls texas on june 5 1911 to john gallatin and bessie lee kearby he graduated from arlington high school in 1928 and graduated from the university of texas at arlington in 1936 known then as north texas agricultural college with bachelor s degree on business administration kearby joined the army air corps in 1937 and received flight training at randolph and kelly air fields kearby then served with the 94th and 40th pursuit squadrons of the 1st pursuit group at selfridge field in michigan until december 1940 kearby commanded the 14th pursuit squadron in the panama canal zone from december 1940 to august 1942 where he flew p 39 airacobras he was transferred in october 1942 to westover field in massachusetts to take command of the new 348th fighter group with the rank of major in june 1943 now a lieutenant colonel kearby would arrive in australia with his fighter group after months of training on the p 47 thunderbolt the	kearby is the first united
2094973	it was aired on cartoon network s late night programming block adult swim on november 10 2002 but was also re aired on cartoon network itself during the block cartoon cartoon fridays on february 21 2003 its theme song was performed by the b 52 s well known for performing rock lobster plus the seasons 2 4 theme for rocko s modern life the pilot was panned by critics and audiences causing the episode to be dropped the groovenians follows a teenaged couple named jet and glindy who live on a planet named jeepers on jeepers society is uniform and artistic qualities are shunned jet and glindy however are artists and performers who often perform on their front lawns their parents do not approve and they tell jet and glindy that art is not everything in life as glindy talks to jet about wanting to leave jeepers a boy named nixon is dropped next door from a spaceship he had been evicted from a planet called groovenia which he tells jet and glindy is a paradise for artists he gives them his key before he is dragged into his house by his grandmother after being presented with options for their	it was aired on cartoon network s
1076935	after world war ii he joined the bundeswehr on 1 june 1957 and retired on 31 december 1960 l twitz was born on 23 december 1895 in stra burg now strasbourg into a family with a long history of military service he joined the military service during the mobilisation on 3 august 1914 as an officer cadet in the 25th division in darmstadt l ttwitz was posted to the eastern front and saw combat at tannenberg courland and d na he was severely wounded twice in 1915 and received the iron cross 1st class he was commissioned as an officer in 1915 in 1916 l ttwitz was transferred to a staff position with the x corps in the heeresgruppe kronprintz for two years the corps was under the command of his father general walther von l ttwitz his father a recipient of the pour le m rite was one of the most highly decorated generals of the german empire he returned to front line duty in 1918 as an adjutant with the darmst dter dragoner in the temporary occupation of the ukraine and southern russia by the end of world war i he had received both classes of the iron	after world war ii he joined the
1949899	he attended the united states naval academy at annapolis maryland and graduated in 1917 he was subsequently appointed a second lieutenant in the marine corps on march 30 of that year his first assignment was for a brief period aboard the uss nevada and subsequently was assigned to the third provisional brigade at guant namo bay cuba harris stayed in this capacity until april 1919 his next service assignment was at naval station cavite philippine islands where he participated in the shore patrol duty field was transferred back to the united states in june 1922 when he assigned to the judge advocate general in washington d c while there he graduated from george washington university school of law subsequently he was assigned to battleship uss wyoming where he was appointed a commanding officer of the marine detachment field later attended the advanced one year course at marine corps base quantico and then began flight training at the naval air station pensacola florida he was designated a naval aviator on april 13 1929 his first duties as a flyer were at naval air station san diego where he served as a commanding officer and executive officer of an aircraft squadron within	he attended the united states naval academy
1455841	it was closed in 1892 when the community built a modern synagogue but reopened after the war because in 1943 fascists burned the modern synagogue the synagogue is located at 9 via san martino and solferino in the historic ghetto it is in the same building as the offices of the students visiting the university are welcome to pray with the congregation visitors can see the synagogue by contacting the jewish community the baroque synagogue measures 18 by 7 meters as is usual in italian synagogues the bimah and torah ark are located at opposite sides of the room with the space in between left vacant to accommodate the processional what is unusual about the synagogue at padua is that the ark and bimah are placed on the synagogues s long walls the baroque sixteenth century torah ark is made from the wood of a plane tree that was struck down by lightning in the university s famous botanical garden it features gilded doors four corinthian columns made of black marble with white veining and carved foliage the balduchin is in the form of a broken pediment the majestic bimah is reached by a curved flight of eight steps on	it was closed in 1892 when
1401385	subordinated to the german commando battalion bau lehr bataillons z b v 800 and placed under the command of oberleutnant theodor oberl nder the unit received training at neuhammer and mittenwald later a special 130 men strong georgian contingent of abwehr codenamed tamara ii was incorporated into bergmann by march 1942 there were five companies of some 300 germans and 900 caucasians in august 1942 bergmann went to the eastern front where it saw its first action in the north caucasus campaign in august 1942 the unit engaged in anti partisan actions in the mozdok nalchik mineralnye vody area and conducted reconnaissance and subversion in the grozny area at the end of 1942 bergmann conducted a successful sortie through the soviet lines bringing with them some 300 red army defectors and covered the german retreat from the caucasus bergmann went through a series of hard fought engagements with the soviet partisans and regular forces in the crimea in february 1943 after the formation of separate battalions several of these were dispatched to greece the azeri ii battalion covered the retreat from russia and was deployed to warsaw after the onset of the uprising 1944 to fight with the dirlewanger unit	subordinated to the german
1015979	the president is responsible for both the chilean government and state administration although its role and significance has changed over the history of chile as well as its position and relations with other actors in the national political organization it is one of the most prominent political figures it is also considered as one of the institutions that make up the historic constitution of chile and is essential to the country s political stability under the current constitution adopted in 1980 the president serves a four year term with immediate re election being prohibited the shorter period previously the term was six years allows for parliamentary and presidential elections to be synchronized the official seat of the president of chile is the la moneda palace in the capital santiago the constitution of 1980 and its 2005 amendment establishes the requirements for becoming president the president must be a natural born citizen of the country or else born overseas when one of his or her parents or grandparents is a chilean national the president must also be at least 35 years old in addition all the requirements for becoming a senator apply the president must meet all the requirements to qualify	the president is responsible for both the
1157496	according to fighter ace j e johnnie johnson it was the best conventional defensive fighter of the war the fighter evolved into a multi role aircraft capable of operating in different environments for example the spitfire was a pioneer in the role of the unarmed photo reconnaissance p r aircraft that relied on high speed and high altitude to avoid detection and attack post war the spitfire was to continue to serve as a front line fighter and in secondary roles for several air forces well into the 1950s the last offensive sorties made by raf spitfires were flown by 60 squadron mk xviiis over malaya on 1 january 1951 the first spitfire i to enter service with the raf arrived at 19 squadron duxford on 4 august 1938 and over the next few weeks aircraft were delivered at the rate of one a week to 19 and 66 squadrons also based at duxford the next to be equipped with spitfires was 41 squadron at catterick followed by a succession of squadrons stationed at hornchurch in essex the public s first sight of the spitfire in raf colours was on empire air day on 20 may 1939 during a display	according to fighter ace j e john
2233223	it was reactivated in 1997 and now is responsible for the maintenance and operation of two guided missile submarines ssgns and one ballistic missile submarine ssbn based in kings bay georgia squadron 16 was first established in world war ii it was credited with sinking more than 500 000 tons of enemy shipping it was deactivated following the war in the course of its service the squadron was awarded the presidential unit citation and six navy unit commendations squadron 16 was recommissioned in charleston south carolina on october 18 1963 and was given command of the second nuclear missile submarine squadron to exist in the us navy the squadron was deployed to rota spain on january 28 1964 from which it conducted routine deterrent patrols between early 1970 and january 1974 the squadron s submarines were converted to handle the poseidon missile replacing the previously used polaris missile following treaty renegotiations between the united states and spain in 1975 squadron 16 withdrew from rota and moved to the kings bay naval base in southeastern georgia the squadron was deactivated on june 25 1994 as part of the draw down in us submarine forces following the cold war during its time	it was reactivated in 1997 and
982260	occurring between 18 and 25 november 1943 on bougainville island in the south pacific the battle involved troops from the united states marine corps and the united states army fighting against imperial japanese army forces and took place amidst the context of the expansion of a beachhead that us forces had established around torokina on the western side of the island in response to the us forward movement the japanese placed road blocks along the main axes of advance to delay the americans finding their way towards the piva river checked near the junction of the numa numa and east west trails the us forces sought to remove the obstacles by force after the initial us attack was repulsed the japanese counterattacked before the us marines overcame this and continued their advance towards two forks in the piva river by 26 november the battle had subsided following the capture of a knoll overlooking the east west trail by us forces this represented the last of the significant features west of the torokina and the conclusion of the battle marked a temporary end to significant japanese opposition to the us beachhead around torokina on 1 november 1943 the 3rd marine division	occurring between 18 and 25 no
719386	on september 9 1942 a japanese yokosuka e14y glen floatplane launched from a japanese submarine dropped two incendiary bombs with the intention of starting a forest fire however with the efforts of a patrol of fire lookouts and weather conditions not amenable to a fire the damage done by the attack was minor the attack was the first time the contiguous united states was bombed by an enemy aircraft and the second time that the mainland u s was bombed by someone working for a foreign power the first being the bombing of naco arizona by patrick murphy although the murphy bombing inside the u s was an accident it was also the second time the continental united states was attacked by enemy aircraft during world war ii the first being the bombing of dutch harbor three months earlier on wednesday morning september 9 1942 the i 25 under the command of lieutenant commander meiji tagami surfaced west of cape blanco the submarine launched a glen yokosuka e14y floatplane flown by warrant officer nobuo fujita and petty officer okuda shoji with a load of two incendiary bombs of each howard razz gardner spotted and reported the incoming glen from his	on september 9 1942 a
195530	he is often considered a surrealist although he only briefly identified with the surrealist movement he was influenced by the works of giorgio de chirico delvaux was born in wanze in the belgian province of li ge the son of a lawyer the young delvaux took music lessons studied greek and latin and absorbed the fiction of jules verne and the poetry of homer all of his work was to be influenced by these readings starting with his earliest drawings showing mythological scenes he studied at the acad mie royale des beaux arts in brussels albeit in the architecture department owing to his parents disapproval of his ambition to be a painter nevertheless he pursued his goal attending painting classes taught by constant montald and jean delville the painters frans courtens and alfred bastien also encouraged delvaux whose works from this period were primarily naturalistic landscapes he completed some 80 paintings between 1920 and 1925 which was the year of his first solo exhibition delvaux s paintings of the late 1920s and early 1930s which feature nudes in landscapes are strongly influenced by such flemish expressionists as constant permeke and gustave de smet a change of style around 1933 reflects	he is often considered a surrealist
801025	in 1934 the company introduced its newest and more powerful p107 model as a successor to the citro n k gresse p17 but before mass production could take place citro n went bankrupt and its new owner michelin chose to focus on the civilian markets unic was therefore able to acquire a license for the k gresse patent and took over the production of the p107 from 1937 the vehicles build by unic received various designations such as p 107 b p 107 bu or p 107 u1 th first order was made in 1935 two main variants of the p107 were accepted in french military service a light prime mover for the 75 mm short 105 mm bourges and short 105 mm schneider guns and a platform cargo transport for engineer units a third version was also delivered to transmission units 1 274 examples were delivered before the war and 1 896 more were delivered until june 1940 60 p 107s were ordered by poland on 27 august 1939 but on 22 september they were recalled to france while en route to poland during world war ii the germans used these captured half tracks extensively under the name leichter	in 1934 the company introduced its newest
1818249	she did not sink or damage any ships she was scuttled in may 1945 in northern germany german type viic submarines were preceded by the shorter type viib submarines u 349 had a displacement of when at the surface and while submerged she had a total length of a pressure hull length of a beam of a height of and a draught of the submarine was powered by two germaniawerft f46 four stroke six cylinder supercharged diesel engines producing a total of for use while surfaced two siemens schuckert gu 343 38 8 double acting electric motors producing a total of for use while submerged she had two shafts and two propellers the boat was capable of operating at depths of up to the submarine had a maximum surface speed of and a maximum submerged speed of when submerged the boat could operate for at when surfaced she could travel at u 349 was fitted with five torpedo tubes four fitted at the bow and one at the stern fourteen torpedoes one sk c 35 naval gun 220 rounds and two twin c 30 anti aircraft guns the boat had a complement of between forty four and sixty the submarine	she did not sink or damage any
952080	he was a recipient of the knight s cross of the iron cross with oak leaves of nazi germany eder flew 572 combat missions claiming 78 enemy aircraft shot down in total he was the leading day scorer against four engined bombers and with 56 air victories the leading ace against the usaaf eder joined the luftwaffe as fahnenjunker at the age of 17 in 1938 in the beginning of april 1939 eder enrolled in the luftkriegsschule 2 lks 2 2nd air war school at berlin gatow his first combat appointment was to 1 staffel jagdgeschwader 51 jg 51 51st fighter wing on 1 september 1940 he flew all through the battle of britain but did not claim any victories in may 1941 he joined 4 jg 51 and claimed his first aircraft a spitfire on 7 may eder then flew with jg 51 in the opening months of the campaign on the eastern front destroying two russian aircraft on 22 june however on 24 july he was shot down and slightly wounded on 22 august after 10 victories eder s fighter collided with a junkers ju 52 on the ground at ponjatowska eder suffered a skull fracture after recovery	he was a recipient of the knight
553213	it was chambered for the 7 62 54mmr cartridge and was introduced in 1943 as a replacement for the older m1910 maxim machine guns it was mounted on wheeled mounts tripods and armored vehicles the sg 43 used a tilting breechblock moving sideways and locking into the side of the receiver the feed is not straightforward as the gun fires the 7 62 54mmr round and this has to be withdrawn rearwards from the belt before ramming into the breech the reciprocating motion is achieved by using two claws to pull the round from the belt and then an arm pushes the round into the cartridge guide ready for the bolt to carry it to the breech despite this complication the sg 43 was remarkably reliable and feed jams were apparently few the barrel is air cooled and massively dense contributing to a fairly high overall weight the bore is chromium plated and able to withstand continuous fire for long periods the barrel can also be easily changed by releasing a simple lock and the carrying handle allows a hot barrel to be lifted clear without difficulty the world war ii version of the gun had a smooth outline to	it was chambered for the
1052471	she was the lead ship in her class president jackson was laid down as mc hull 53 by the newport news shipbuilding and dry dock co newport news virginia 2 october 1939 launched 7 june 1940 sponsored by mrs william g mcadoo and delivered to the american president lines 25 october 1940 after two round the world trips from new york city president jackson was acquired by the navy 30 june 1941 and commissioned 16 january 1942 commander c w weitzel in command following shakedown and practice amphibious assault training on the u s west coast president jackson sailed for the south pacific 1 july 1942 as a unit of transport division 2 she landed the 1st battalion 2nd marines on florida island solomon islands 7 august 1942 at mid month she evacuated 500 survivors of the first battle of savo island to noumea then began bringing in reinforcements and evacuating casualties of land and sea actions redesignated apa 18 on 1 february 1943 president jackson continued to transport reinforcement troops and cargo in support of the consolidation of the southern solomons on 30 june she landed the 172nd u s army combat team and two construction battalion companies on	she was the lead ship in her
1791381	he started his film career by playing glen lantz in the 1984 horror film a nightmare on elm street he also appeared in the 1986 film platoon with charlie sheen tom berenger and willem dafoe in the 1990s he starred as the title characters in the films cry baby 1990 edward scissorhands 1990 arizona dream 1993 what s eating gilbert grape 1993 benny joon 1993 ed wood 1994 don juan demarco 1995 dead man 1995 and donnie brasco 1997 he also starred in fear and loathing in las vegas as hunter s thompson 1998 the ninth gate as dean corso 1999 and sleepy hollow as ichabod crane 1999 in the 2000s he was in the films chocolat 2000 blow 2001 from hell 2001 once upon a time in mexico 2003 finding neverland 2004 charlie and the chocolate factory 2005 2007 and public enemies 2009 he has played captain jack sparrow in the pirates of the caribbean series starting with 2003 s and going on to reprise the role in 2006 2007 2011 and 2017 for his roles in the curse of the black pearl finding neverland and sweeney todd the demon barber of fleet street depp was nominated for an	he started his film career by playing
1704046	she was one of six children of brigadier surgeon george alexander moorhead an army surgeon of irish birth and his wife margaret humphrys 18331902 an irish woman of french huguenot ancestry her older sister alice moorhead 1868 1910 was a pioneer of female medicine trained as a surgeon and physician her father was posted with the berkshire regiment to afghanistan as army surgeon in 1870 and she would have seen little of him in her early years her father settled in dundee in 1902 to be closer to alice and her newly created dundee women s hospital after training as an artist in paris under mucha and in whistler s studio ethel returned to care for him from 1908 after alice married after her father died in 1911 ethel moved to edinburgh moorhead made her maiden speech at a dundee women s social and political union wspu meeting in march 1910 in december she threw an egg at winston churchill when he was holding a meeting in dundee in 1911 the dundee branch of the women s freedom league congratulated her on becoming dundee s first tax resister moorhead used a string of aliases mary humphreys edith johnston margaret morrison	she was one of six children of
214216	known for sophistication and elegance he described the art of dressmaking as the architecture of movement balmain s father who died when the future designer was seven years old was the owner of a wholesale drapery business his mother fran oise ran a fashion boutique called galeries parisiennes with her sisters he went to school at chamb ry and during weekends with his uncle in the spa town of aix les bains his interest in couture fashion was inspired by society women he met balmain began studying architecture at the cole des beaux arts in 1933 also undertaking freelance work drawing for the designer robert piguet after visiting the studio of edward molyneux in 1934 he was offered a job leaving his studies and working for the designer for the succeeding five years he joined lucien lelong during world war ii where he met the young designer christian dior pierre balmain died at the age of 68 of liver cancer at the american hospital of paris having just completed the sketches for his fall collection his companion was the danish designer erik mortensen who worked as a designer at balmain from 1948 until 1991 margit brandt worked as a young	known for sophistication and elegance he described
2278784	the film is a sequel to 2012 and the fifth installment of the starship troopers film series it also marks the return of two original actors from the first film casper van dien reprises his role as johnny rico from the first and films and dina meyer reprises her role as dizzy flores from the first film after the events of johnny rico has been demoted to the rank of colonel and relocated to a martian space station to train a new batch of troopers unfortunately his squad is incompetent mars overall has low support for the war seeing their planet unaffected by the bug conflict and even suggesting pulling out from the war because of their laid back attitude the denizens of mars weren t ready when the bugs attacked unknown to everyone sky marshal amy snapp executes her plans for power snapp hatched her own plans to destroy mars while gaining popular support for doing it she was well aware of the bug nest growing under mars for some time but decided to take advantage of the bug attack to gain social and political support to scuttle the whole planet she staged a fleet attack run on the	the film is a sequel to 2012
1084840	the irish artist of london russian extraction is primarily remembered for his sympathetic interest in dublin and its people he depicted street and pub scenes as well as dublin landmarks with sympathy and understanding this is particularly evident in his woodcuts while living in his adopted dublin jewish community he produced picture illustrations of his local scenes for a neighbourhood writer and friend nick harris for his book called dublin s little jerusalem harry kernoff spent the vast majority of his life unappreciated and made little or nothing from his paintings until a few years before his death when he began to be appreciated by contemporary critics he never married outside his home in dublin where he lived with 2 unmarried sisters there was a long standing sign in the front garden which said descendants of the abravanels the abravanel or abrabanel family was one of the most famous sephardic jewish families in history noted for their large quotas of rabbis scholars and members of a variety of scientific and artistic fields dating from about the 13th century in lisbon the emergence of the famous philosopher and scholar don isaac abravanel in the middle of the 16th century brought his	the irish artist of london
2224362	originally established as a german language station designed to provide news and information to german residents of china in 1940 it began broadcasting a multilingual program schedule with alternating broadcasts in english german chinese russian japanese and hindi it operated from the kaiser wilhelm school beginning in 1940 erwin wickert was the effective manager of the station occupying the formal post of radio attach at the german consulate in shanghai peter waldbauer an english speaking austrian hosted the program a briton s point of view during which he feigned to be a briton and would editorialize an anti allied perspective other on air staff included americans robert fockler and herbert may and australian john holland the latter would after the war be sentenced to five years imprisonment as a result of his work for xgrs and later a japanese broadcaster a typical prime time weekday lineup for xgrs included commentary by david lester at 6 15 p m light music at 6 25 p m asia s views on the news at 6 30 p m la demi heure francaise at 6 45 p m commentary in english at 7 15 p m shanghai walla walla at 7 30 p	originally established as a german
981539	his work is represented in art collections in the netherlands france germany sweden italy the united kingdom belgium denmark suriname the united states canada japan new zealand south africa india russia ukraine brazil israel and china bernard de wolff studied art history at the university of amsterdam between 1982 and 1988 during his study he in depth on classical archeology cultural anthropology cultural anthropology theatrical media aesthetics and cultural philosophy he travelled multiple times to west africa experiences which contributed to his evolvement as an artist his first art exhibition was in 1982 at gallery memphis in the hague in 1988 he graduated as an art historian during the 1980s bernard de wolff worked on some video productions for example for the allard piersonmuseum amsterdam his program de streling the caress was nominated for the sony video award and de olympische orde the olympic order was selected for the nvwft mediaprice he is also responsible for the scenario and the music after his graduation bernard de wolff further developed himself as a painter during the 1990s his art exhibitions led him to the united states where he lectured on the art of painting landscapes important for his artistic development were	his work is represented in art collections
2268366	one of very few pilots to survive having been operational on both the first and last days of the war he later became a distinguished administrator in the british colonial office born in blackheath london rose was educated at shooters hill school before studying science at university college london he joined the royal air force volunteer reserve in october 1938 training as a fighter pilot rose served in the raf in northern france in may 1940 flying a hawker hurricane from no 3 squadron s merville airbase he shot down three german aircraft however on 19 may his hurricane was so badly damaged that he had to make a forced landing the squadron was then evacuated to england and rose joined no 32 squadron based at biggin hill on 25 august 1940 his aircraft was hit and he parachuted into the english channel but was spotted and rescued thanks to a fluorescent marker dye pack sewn into his overalls rose then moved to exeter flying sorties over northern france with czech and polish squadrons and in october 1942 he was awarded the dfc in december 1942 he was promoted to command no 184 squadron pioneering the operational use of rocket	one of very few pilots to survive
104206	codenamed operation neptune and often referred to as d day it was the largest seaborne invasion in history the operation began the liberation of german occupied france and later western europe and laid the foundations of the allied victory on the western front planning for the operation began in 1943 in the months leading up to the invasion the allies conducted a substantial military deception codenamed operation bodyguard to mislead the germans as to the date and location of the main allied landings the weather on d day was far from ideal and the operation had to be delayed 24 hours a further postponement would have meant a delay of at least two weeks as the invasion planners had requirements for the phase of the moon the tides and the time of day that meant only a few days each month were deemed suitable adolf hitler placed german field marshal erwin rommel in command of german forces and of developing fortifications along the atlantic wall in anticipation of an allied invasion the amphibious landings were preceded by extensive aerial and naval bombardment and an airborne assault the landing of 24 000 american british and canadian airborne troops shortly after midnight	codenamed operation neptune
697262	she was the third ship named for lieutenant commander alexander slidell mackenzie mackenzie was laid down 29 may 1941 by the bethlehem steel corporation san pedro california launched 27 june 1942 sponsored by miss gail nielsen descendant of lieutenant commander mackenzie and commissioned 21 november 1942 commander d b miller in command mackenzie transited the panama canal 1 march 1943 after completion of shakedown and training cruises and continued on to spend her entire world war ii career in the atlantic and mediterranean theaters she arrived at casco bay maine 13 march and commenced coastwise escort duties in may she graduated to transatlantic convoy assignments completing two voyages to the mediterranean sea by the end of june on 16 may she made two depth charge attacks on a sonar contact postwar review of german records proved them successful in the sinking of relieved of transatlantic duties at the end of june she reported to the staging area for the cent attack force one of three such forces to initiate the sicilian campaign on 9 july she departed the north african coast arriving at scoglitti sicily the next day to screen the transport vessels and provide fire support three days later	she was the third ship named for
860921	had represented for australia in both rugby codes before bill left school bill too was a promising sportsman goalkeeper in the 1938 queensland water polo team and rowing in surf boat crews winning the queensland state championship in 1938 he pursued a rugby career and in 1938 played with the gps club in brisbane and made his representative debut with state selection the following year from there he was selected for the ill fated 1939 wallaby tour to england captained by vay wilson the team docked at southampton on the day when england declared war and after a couple of weeks spent filling sandbags to start the war effort the squad set sail for australia having not played a game of the unlucky tourists only mclean keith windon and len smith would return to footballing success after the war mclean enlisted in the aif in july 1940 he was a captain in the 2 3rd australian commando squadron and saw action against the japanese in borneo after parachuting in behind enemy lines he was discharged in february 1946 after the war mclean was selected in and captained an australia xv versus the rest trial match his opposing captain was his	had represented for australia in
811697	he was the son of johann john soucek who had been born in ov ry bohemia then part of the austria hungary now in the czech republic but had emigrated to the united states at the age of 7 with his family arriving in june 1875 aboard the norddeutscher lloyd ship the family mathias maria and their six children first settled in nebraska then moved to kansas before taking part in the cherokee strip land run in 1893 and settling in medford soucek entered the united states naval academy in 1918 and served with the rank of midshipman aboard the battleship during world war i he was commissioned as an ensign on 3 june 1921 he then served aboard the in february 1924 soucek reported to naval air station pensacola for flight training qualifying as a naval aviator in october he was assigned to the navy s first aircraft carrier in november and served as assistant flight officer of observation squadron 2 in january 1925 he transferred to the to serve as assistant navigator and junior aviation officer of observation squadron 1 in may 1927 he was assigned to the naval aircraft factory in philadelphia before transferring to the bureau	he was the son of joh
589628	it begins with an exploration of the historical period between around 1450 and 1950 then provides rules for creating characters and campaigns that blend realism and fantasy d20 past also presents alternative campaign models along with all the rules needed to play swashbuckling pirate adventures victorian horror investigations thrilling pulp era escapades and more including three ready to play campaign modules the book itself is divided into an introduction and five chapters further period background information was made available as a web enhancement according to wizards of the coast a progress level pl is an indication of the state of technology that exists in a particular society or an arbitrary measurement of how advanced a culture is based on developments in technology and society the concept was introduced in d20 future and even earlier in tsr s alternity manuals by bill slavicsek to describe both the level of technology in the campaign as well as the technology levels of other species comparative to the human one they are similar to the tech levels in gurps progress levels of six and higher were studied in d20 future with the default d20 modern setting encompassing progress level five in d20 past two	it begins with an exploration of the
1427194	phs was made of an asphalt impregnated jute which was rolled out over the compacted surface over a square mesh track smt grid of wire joined in 3 inch squares pierced steel planking was also used for parking areas as well as for dispersal sites when it was available in addition tents were used for billeting and also for support facilities an access road was built to the existing road infrastructure a dump for supplies ammunition and gasoline drums along with a drinkable water and minimal electrical grid for communications and station lighting once completed it was turned over for use by the at the time ninth air force 324th fighter group which arrived at the airfield on 25 october 1943 flying p 40 warhawks the 324th was reassigned to xii air support command on 1 november 1943 and remained at cercola until 6 may 1944 when it moved to pignataro maggiore the 33d fighter group operated p 40 warhawks from the field between 1 january and february 1944 supporting ground forces as they advanced and attacking enemy aircraft on the air and ground at cercola the group was reassigned to tenth air force and moved east to india it	phs was made of an asphalt
